"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",2305,2479,2374,2547,2709,2624,2535,2797,3088,2972,3116,3311,3091,2993,2927,2791,2687,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",142,172,129,110,161,330,334,333,316,348,198,213,208,235,196,181,190,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",11210,11685,12530,13372,14698,15463,15923,16451,17334,18457,19764,19770,20075,20872,22419,24643,25041,25197
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",3475,3736,3919,4316,4602,5031,5298,5570,5822,5961,6195,5610,5722,5521,5743,6145,6626,7008
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",1699,1849,2050,2154,2357,2696,2849,2859,2848,2821,2956,3049,2823,2593,2804,2953,3223,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",307,308,295,292,417,402,361,384,474,533,468,324,481,496,475,571,633,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",1445,1531,1518,1821,1769,1874,2018,2240,2412,2552,2699,2140,2336,2343,2381,2552,2695,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",25,48,56,49,59,59,69,86,88,54,72,97,81,89,83,69,75,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",7735,7949,8610,9056,10096,10432,10625,10881,11512,12496,13569,14160,14353,15351,16676,18499,18415,18189
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","57","531","    Real estate",6205,6388,6894,7307,8121,8549,8598,8721,8848,9063,10017,10676,11321,12238,13297,13938,14388,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",1530,1561,1716,1748,1975,1884,2027,2161,2664,3433,3552,3484,3032,3114,3380,4560,4027,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",6351,6761,7089,7726,8101,8371,8809,9506,10018,10812,11573,12568,11858,12463,13321,14080,14538,15037
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",3323,3550,3758,4060,4115,4416,4521,4695,4982,5258,5641,6073,5885,6080,6435,6801,7021,7223
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","61","5411","    Legal services",1204,1296,1337,1409,1080,1084,1165,1220,1263,1279,1419,1523,1496,1506,1581,1609,1649,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",263,313,354,401,429,432,434,446,482,517,592,640,691,677,669,734,754,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",1856,1941,2067,2249,2606,2901,2921,3029,3237,3462,3630,3910,3697,3896,4185,4458,4617,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",843,840,833,872,960,928,1049,1173,1136,1333,1389,1564,1502,1690,2014,2003,2110,2102
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",2184,2371,2498,2794,3026,3027,3239,3639,3899,4221,4543,4931,4471,4693,4873,5276,5408,5712
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",2054,2239,2351,2640,2849,2841,3042,3444,3680,4014,4320,4698,4245,4413,4618,4996,5098,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",130,132,147,155,177,186,198,195,219,207,223,234,227,281,255,281,310,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",5445,5860,6172,6568,6975,7501,7889,8438,8824,9337,9744,10416,11092,11516,11863,12348,12674,13185
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","69","61","   Educational services",402,402,450,472,505,540,563,616,636,673,708,748,816,831,861,900,903,952
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",5042,5458,5722,6096,6470,6961,7326,7822,8188,8664,9036,9667,10276,10685,11003,11448,11772,12233
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",2577,2711,2851,3077,3223,3465,3605,3881,4140,4415,4552,4840,5085,5259,5478,5622,5665,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",2044,2269,2353,2448,2672,2898,3108,3304,3369,3544,3755,4040,4372,4573,4680,4963,5148,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","73","624","    Social assistance",421,478,518,571,574,598,614,636,678,704,729,788,818,853,845,862,959,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2221,2380,2605,2820,2902,3096,3217,3414,3555,3976,4112,4136,4379,4552,4710,5119,5279,5576
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",414,435,459,506,449,483,503,537,559,755,851,780,882,925,957,1053,1097,1187
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",125,133,130,143,148,160,173,175,181,317,315,263,379,387,413,470,497,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",289,302,329,362,301,323,330,361,378,439,535,517,503,538,544,583,600,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",1806,1945,2146,2314,2453,2613,2714,2877,2997,3221,3261,3356,3497,3627,3753,4066,4182,4390
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","79","721","    Accommodation",273,281,315,351,365,359,356,379,409,444,487,503,464,499,548,649,683,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",1534,1664,1831,1964,2088,2254,2358,2498,2588,2777,2774,2854,3034,3128,3205,3418,3499,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",2405,2640,2702,2893,2781,2952,2873,2971,3052,3200,3209,3232,3216,3344,3391,3622,3743,3831
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","82","92"," Government",12874,13326,14111,14915,15907,16827,17523,18396,19628,20744,22100,23420,24440,26897,26717,26392,27316,27655
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",2804,2924,3064,3398,3409,3639,3846,4037,4174,4312,4505,4527,4747,5150,5268,5191,4956,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","84","...","  Federal military",1502,1513,1539,1588,1679,1891,2163,2282,2392,2585,2667,2786,2895,3098,3015,2910,2841,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","85","...","  State and local",8568,8890,9508,9929,10819,11297,11515,12077,13061,13847,14928,16106,16799,18649,18434,18291,19518,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",5204,3988,4330,6199,7510,7351,9943,13087,17610,20496,23421,30173,18591,22159,25894,24117,27899,30007
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",10514,11285,11488,12103,12488,12941,13366,14093,15039,16326,16659,16731,16730,17304,18165,19769,20323,21240
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",4899,5272,5397,5684,6250,5682,6010,6550,6817,7647,7885,8360,7872,8820,9429,10563,11428,12971
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",20684,19169,20192,22822,24180,23051,26925,30397,36601,42191,44966,54351,39550,42108,47947,48863,52116,54835
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",45969,49038,51066,54347,57596,59653,61657,65367,68878,73869,77187,79753,79510,83117,87455,94091,96966,101011
"41000","Oregon","8","200","Gross domestic product (GDP) by state","1","...","All industry total",101039,105525,107980,118086,117362,121998,128009,142516,147583,163033,170516,180094,180612,191521,200854,203352,204867,215677
"41000","Oregon","8","200","Gross domestic product (GDP) by state","2","..."," Private industries",87416,91433,92984,102382,101049,104855,110125,123906,129048,143957,150662,158908,158579,168908,177185,179700,180815,190775
"41000","Oregon","8","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",3075,2791,2835,2972,2922,2919,3239,3388,3220,3751,3632,3573,3177,3213,3756,3843,4054,3944
"41000","Oregon","8","200","Gross domestic product (GDP) by state","4","111-112","   Farms",1727,1502,1477,1541,1540,1546,1857,2109,2031,2317,2267,2177,1924,1846,2338,2241,2394,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",1348,1289,1358,1430,1382,1373,1382,1279,1190,1434,1365,1395,1253,1366,1418,1602,1660,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","6","21","  Mining",107,129,152,144,152,174,187,224,281,319,398,326,346,298,306,312,315,322
"41000","Oregon","8","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",1,1,1,1,"(L)","(L)","(L)","(L)",1,2,3,5,5,6,6,4,3,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",99,123,146,137,150,171,184,222,278,312,391,316,332,283,287,299,303,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",6,6,5,6,2,2,2,2,2,5,5,5,9,9,13,10,8,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","10","22","  Utilities",1612,1529,1676,1679,1719,1705,1732,1894,1751,2001,2069,2150,2285,2389,2562,3364,3630,4006
"41000","Oregon","8","200","Gross domestic product (GDP) by state","11","23","  Construction",5316,5471,5535,5984,5615,5364,5455,6155,7156,8190,8762,7824,6586,5907,5954,6474,6910,7536
"41000","Oregon","8","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",19610,20101,18524,22039,19017,20647,22409,30943,29494,36306,36997,43631,46540,55650,60421,56818,52687,55787
"41000","Oregon","8","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",16119,16327,14641,17711,14933,16199,18428,26506,24839,31274,32090,39070,41056,50559,55408,51957,47484,50527
"41000","Oregon","8","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",1986,1846,2047,1840,1770,1808,1914,2447,2453,2105,1899,1545,1186,1361,1474,1688,1938,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",357,355,319,319,324,361,318,626,479,483,464,415,319,338,532,412,415,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",658,525,555,723,701,650,606,1070,1147,1438,1121,1512,979,802,1138,1200,1493,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",1089,1047,1060,1130,913,1000,1086,1116,1239,1212,1408,1279,1021,967,1067,1338,1292,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",791,713,813,1045,792,937,770,992,1019,1074,1253,1154,852,1002,1058,1019,1269,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",9444,10125,8039,10665,8526,9415,11722,18217,16403,22609,23441,31090,34865,44103,48170,44128,38588,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",199,249,237,279,331,169,182,209,212,295,278,343,294,320,312,265,288,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",585,502,530,608,503,625,624,607,499,393,478,308,201,366,376,532,542,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",293,249,281,306,284,324,348,359,388,611,683,351,362,358,351,365,543,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",293,312,326,359,330,410,440,386,467,490,429,347,264,220,236,270,277,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",425,404,434,437,459,501,417,478,534,565,637,726,712,723,692,742,838,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",3491,3774,3883,4327,4083,4448,3982,4437,4655,5032,4907,4562,5484,5091,5013,4861,5203,5261
"41000","Oregon","8","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",1327,1382,1327,1469,1595,1928,1661,1759,1974,2189,2277,2103,2706,2242,2140,2263,2560,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",35,42,54,53,52,57,47,84,77,82,83,61,51,50,52,69,61,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",65,53,68,73,76,59,49,107,109,139,141,100,100,102,96,100,99,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",851,965,987,1076,742,941,720,965,998,948,775,754,1084,1043,960,878,830,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",408,466,465,481,475,439,427,426,435,492,521,501,370,386,452,385,384,"(NA)"
"41000","Oregon","8","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",59,77,61,68,74,80,105,108,100,89,85,113,107,127,141,163,157,"(NA)"
